DATE,PCEPILFE
1959-01-01,16.7420000000000000
1959-04-01,16.8313333333333333
1959-07-01,16.9440000000000000
1959-10-01,17.0413333333333333
1960-01-01,17.0950000000000000
1960-04-01,17.1600000000000000
1960-07-01,17.2270000000000000
1960-10-01,17.2836666666666667
1961-01-01,17.3130000000000000
1961-04-01,17.3700000000000000
1961-07-01,17.4456666666666667
1961-10-01,17.4876666666666667
1962-01-01,17.5520000000000000
1962-04-01,17.6196666666666667
1962-07-01,17.6776666666666667
1962-10-01,17.7106666666666667
1963-01-01,17.7696666666666667
1963-04-01,17.8366666666666667
1963-07-01,17.9053333333333333
1963-10-01,17.9916666666666667
1964-01-01,18.0676666666666667
1964-04-01,18.1220000000000000
1964-07-01,18.1720000000000000
1964-10-01,18.2180000000000000
1965-01-01,18.2866666666666667
1965-04-01,18.3440000000000000
1965-07-01,18.4006666666666667
1965-10-01,18.4620000000000000
1966-01-01,18.5543333333333333
1966-04-01,18.7046666666666667
1966-07-01,18.8593333333333333
1966-10-01,19.0223333333333333
1967-01-01,19.1273333333333333
1967-04-01,19.2553333333333333
1967-07-01,19.4303333333333333
1967-10-01,19.6263333333333333
1968-01-01,19.8496666666666667
1968-04-01,20.0806666666666667
1968-07-01,20.3053333333333333
1968-10-01,20.5413333333333333
1969-01-01,20.7660000000000000
1969-04-01,21.0146666666666667
1969-07-01,21.2573333333333333
1969-10-01,21.5063333333333333
1970-01-01,21.7413333333333333
1970-04-01,21.9870000000000000
1970-07-01,22.2313333333333333
1970-10-01,22.5436666666666667
1971-01-01,22.8293333333333333
1971-04-01,23.0896666666666667
1971-07-01,23.3073333333333333
1971-10-01,23.4403333333333333
1972-01-01,23.6650000000000000
1972-04-01,23.8250000000000000
1972-07-01,24.0043333333333333
1972-10-01,24.1550000000000000
1973-01-01,24.3233333333333333
1973-04-01,24.6546666666666667
1973-07-01,24.9823333333333333
1973-10-01,25.3300000000000000
1974-01-01,25.7650000000000000
1974-04-01,26.4050000000000000
1974-07-01,27.1600000000000000
1974-10-01,27.8230000000000000
1975-01-01,28.3673333333333333
1975-04-01,28.7990000000000000
1975-07-01,29.2316666666666667
1975-10-01,29.7076666666666667
1976-01-01,30.1593333333333333
1976-04-01,30.5206666666666667
1976-07-01,30.9986666666666667
1976-10-01,31.4840000000000000
1977-01-01,32.0133333333333333
1977-04-01,32.5033333333333333
1977-07-01,33.0436666666666667
1977-10-01,33.5240000000000000
1978-01-01,34.0470000000000000
1978-04-01,34.6343333333333333
1978-07-01,35.2283333333333333
1978-10-01,35.8606666666666667
1979-01-01,36.3513333333333333
1979-04-01,37.1500000000000000
1979-07-01,37.8356666666666667
1979-10-01,38.6253333333333333
1980-01-01,39.5700000000000000
1980-04-01,40.4550000000000000
1980-07-01,41.3556666666666667
1980-10-01,42.3636666666666667
1981-01-01,43.3030000000000000
1981-04-01,44.1213333333333333
1981-07-01,44.9340000000000000
1981-10-01,45.7326666666666667
1982-01-01,46.4026666666666667
1982-04-01,47.0303333333333333
1982-07-01,47.7840000000000000
1982-10-01,48.4496666666666667
1983-01-01,49.0863333333333333
1983-04-01,49.4613333333333333
1983-07-01,50.2126666666666667
1983-10-01,50.6143333333333333
1984-01-01,51.1260000000000000
1984-04-01,51.7243333333333333
1984-07-01,52.2103333333333333
1984-10-01,52.5813333333333333
1985-01-01,53.2986666666666667
1985-04-01,53.7613333333333333
1985-07-01,54.3133333333333333
1985-10-01,54.7030000000000000
1986-01-01,55.2943333333333333
1986-04-01,55.6730000000000000
1986-07-01,56.0550000000000000
1986-10-01,56.5106666666666667
1987-01-01,56.8650000000000000
1987-04-01,57.4163333333333333
1987-07-01,57.9300000000000000
1987-10-01,58.5190000000000000
1988-01-01,59.0836666666666667
1988-04-01,59.8003333333333333
1988-07-01,60.4886666666666667
1988-10-01,61.1650000000000000
1989-01-01,61.8323333333333333
1989-04-01,62.3943333333333333
1989-07-01,62.8593333333333333
1989-10-01,63.4343333333333333
1990-01-01,64.1653333333333333
1990-04-01,64.8820000000000000
1990-07-01,65.5376666666666667
1990-10-01,66.0876666666666667
1991-01-01,66.6743333333333333
1991-04-01,67.1880000000000000
1991-07-01,67.7933333333333333
1991-10-01,68.3270000000000000
1992-01-01,68.8490000000000000
1992-04-01,69.3353333333333333
1992-07-01,69.7463333333333333
1992-10-01,70.2573333333333333
1993-01-01,70.7413333333333333
1993-04-01,71.2783333333333333
1993-07-01,71.6770000000000000
1993-10-01,72.0460000000000000
1994-01-01,72.3723333333333333
1994-04-01,72.8596666666666667
1994-07-01,73.2666666666666667
1994-10-01,73.6383333333333333
1995-01-01,74.0243333333333333
1995-04-01,74.4640000000000000
1995-07-01,74.8193333333333333
1995-10-01,75.1943333333333333
1996-01-01,75.4896666666666667
1996-04-01,75.8483333333333333
1996-07-01,76.1946666666666667
1996-10-01,76.6286666666666667
1997-01-01,76.9296666666666667
1997-04-01,77.3310000000000000
1997-07-01,77.5113333333333333
1997-10-01,77.7566666666666667
1998-01-01,77.9856666666666667
1998-04-01,78.2246666666666667
1998-07-01,78.5026666666666667
1998-10-01,78.7520000000000000
1999-01-01,79.0076666666666667
1999-04-01,79.2626666666666667
1999-07-01,79.5363333333333333
1999-10-01,79.8950000000000000
2000-01-01,80.3333333333333333
2000-04-01,80.5886666666666667
2000-07-01,80.9533333333333333
2000-10-01,81.3420000000000000
2001-01-01,81.8113333333333333
2001-04-01,82.1213333333333333
2001-07-01,82.3416666666666667
2001-10-01,82.7586666666666667
2002-01-01,82.9996666666666667
2002-04-01,83.4750000000000000
2002-07-01,83.8926666666666667
2002-10-01,84.1866666666666667
2003-01-01,84.3893333333333333
2003-04-01,84.6376666666666667
2003-07-01,84.9853333333333333
2003-10-01,85.3340000000000000
2004-01-01,85.8600000000000000
2004-04-01,86.3633333333333333
2004-07-01,86.6843333333333333
2004-10-01,87.1533333333333333
2005-01-01,87.7616666666666667
2005-04-01,88.1650000000000000
2005-07-01,88.4953333333333333
2005-10-01,89.0700000000000000
2006-01-01,89.5733333333333333
2006-04-01,90.2106666666666667
2006-07-01,90.6973333333333333
2006-10-01,91.0863333333333333
2007-01-01,91.7463333333333333
2007-04-01,92.0870000000000000
2007-07-01,92.5376666666666667
2007-10-01,93.1386666666666667
2008-01-01,93.6563333333333333
2008-04-01,94.1046666666666667
2008-07-01,94.5470000000000000
2008-10-01,94.5910000000000000
2009-01-01,94.6776666666666667
2009-04-01,95.1046666666666667
2009-07-01,95.4420000000000000
2009-10-01,96.0373333333333333
2010-01-01,96.3160000000000000
2010-04-01,96.5306666666666667
2010-07-01,96.6603333333333333
2010-10-01,96.9243333333333333
2011-01-01,97.3843333333333333
2011-04-01,97.9536666666666667
2011-07-01,98.4260000000000000
2011-10-01,98.7906666666666667
2012-01-01,99.4400000000000000
2012-04-01,99.8500000000000000
2012-07-01,100.1336666666666667
2012-10-01,100.5763333333333333
2013-01-01,100.9750000000000000
2013-04-01,101.2883333333333333
2013-07-01,101.6793333333333333
2013-10-01,102.1636666666666667
2014-01-01,102.4996666666666667
2014-04-01,102.9806666666666667
2014-07-01,103.3620000000000000
2014-10-01,103.6453333333333333
2015-01-01,103.8340000000000000
2015-04-01,104.2876666666666667
2015-07-01,104.6203333333333333
2015-10-01,104.8726666666666667
2016-01-01,105.3430000000000000
2016-04-01,105.8920000000000000
2016-07-01,106.3900000000000000
2016-10-01,106.7833333333333333
2017-01-01,107.2513333333333333
2017-04-01,107.6190000000000000
2017-07-01,107.9896666666666667
2017-10-01,108.5610000000000000
2018-01-01,109.2116666666666667
2018-04-01,109.8336666666666667
2018-07-01,110.2326666666666667
2018-10-01,110.7426666666666667
2019-01-01,111.0736666666666667
2019-04-01,111.6663333333333333
2019-07-01,112.1916666666666667
2019-10-01,112.5673333333333333
2020-01-01,113.0276666666666667
2020-04-01,112.8086666666666667
2020-07-01,113.7676666666666667
2020-10-01,114.1233333333333333
2021-01-01,114.8383333333333333
2021-04-01,.
